id,review
"""12311_10""",  naturally film s main theme mortality   nostalgia   loss innocence surprising rate highly old viewer young   craftsmanship completeness film enjoy   pace steady constant   character engage   relationship interaction natural showing need flood tear emotion   scream fear   shout dispute violence anger   naturally joyce s short story lend film ready structure perfect polished diamond   small change huston inclusion poem fit neatly   truly masterpiece tact   subtlety overwhelming beauty  
"""8348_2""",  movie disaster disaster film   great action scene   meaningful throw away sense reality   let s   word wise   lava burn   steam burn   t stand lava   divert minor lava flow difficult   let significant   scare I think actually believe movie bad significant talent film   I mean acting actually good   effect average   hard believe somebody read script allow talent waste   I guess suggestion movie start tv      look away   like train wreck   awful know come   watch   look away spend time meaningful content  
"""5828_4""",    movie kid   tonight child love   point kid s excitement great sitting impossible     I great fan   milne s book subtle hide wry intelligence childlike quality lead character   film subtle   shame disney benefit movie story contain page     doesn t permission use   I find wish theater replay    winnie pooh tigger     instead   character voice good   I bother kanga   music     twice loud dialog   incongruous film story   bit preachy militant tone   overall   I disappoint   I excitement child s face I like lumpy s laugh     
"""7186_2""",  afraid dark leave I impression different screenplay write   short feature length film   splice clumsily frankenstein s monster good   protagonist   lucas   creepy   hard draw bead secondary character   far sympathetic afraid dark achieve mediocrity approach     lucas simply psychotic confuse instead ghoulish   I want pack asylum rest character normal life  
"""12128_7""",  accurate depiction small time mob life film new jersey   story   character script believable acting drop ball     s worth watch   especially strong image   I I view     year ago young hood step start big thing   try   thing wrong   lead local boss suspect end skim   good place enjoy health   life film introduce joe pesce martin scorsese   present perennial screen wise guy   frank vincent   strong characterization visual   sound muddle acting amateurish   great story  
"""2913_8""",     valuable king tut s tomb    ok   maybe valuable   worth hunt    I notice comment movie year   I hope fresh post spark new comment   film I remember snippet childhood   recently I tired wait fox honour past   hunt korean dvd   english   unremovable korean subtitle    I win t long plot description    suffice time proper widescreen format leave I agape vista scope film   matte painting hold   palace set truly breathtake   small scale detail lend film depth richness   offer glimpse lifestyle egypt s poor elite   bazaar   hovel   dock   embalm house   tavern fascinating pharaoh s throne room   error abound large scale   notably dynastic succession    detail meticulously research vast majority hollywood s film   visually   s flaw    interior overly light colourful blend seamlessly exterior     movie credit audacious small large   tedious     absolutely   overact   underacted   yes        understate   apt description   long   absolutely   I wish spend time sinuhe s experience house death   hittite     romance   nefer     historically inaccurate   yes     shakespeare   chastise   I appreciate historical accuracy guy   ultimately remember cinema theater   history lesson  
"""4396_1""",  big misfire    script nice end lot actor play maybe I movie slightly grade   maybe hollywood remake movie little actor director sorry guy disappointment movie bad I watch like torture   I don t want spoil s opinion   advice watch movie   u like vote vote watch      way     fun watch    don t peek    watch   till end               
"""395_2""",  movie I watch   wonder   I watch   I find interesting   truck driver   I didn t find realistic     I ve use   lot lizard    I   hear travel country brand new seventy thousand dollar rv   thing pimp sample lady question   end movie     didn t           buck   cut    prostitute                     cut   yeah      I laugh lot lizard comment ivey   s lot lizard   ll screw     buck   man dress woman     equally weird    mean     prostitute   pay   s story young woman want life dead end job live home   s      remember    embarrass mother basically thing   dead end job    roof head job   turn trick road     I wonder          worth   d guess  
"""10616_1""",  bad movie I ve year   I ve lot movie    act terrible   plot whatsoever   point whatsoever   I feel rob I rent movie   recommend I mind   disgrace terrible movie   stay away terrible piece c   p   save money   
"""9074_9""",  medical student   kevin bacon   david labraccio   william baldwin   dr   joe hurley   oliver platt   randy steckle   julia robert   dr   rachel mannu   kiefer sutherland   nelson   experiment clandestine near death    afterlife experience    search medical    personal enlightenment     medical student s heart stop   revive temporary death spell experience bizarre vision   include forget childhood memory   flashback like child s nightmare   revive student disturb remember regretful act commit   experience afterlife   bring real life experience present   continue experiment   remembrance dramatically intensify     physically overcome     probe    transcend deeply death afterlife experience attempt find cure dvd release        motion picture release          kevin bacon   william baldwin   julia robert    kiefer sutherland early stage adult acting career   plot extremely intriguing   suspense building dramatic climax    script tight    convince   young actor    flatliner     star cult semi sci fi suspense   know     year ago film career young group actor skyrocket   I suspect director joel schumacher  
"""9252_3""",   mill floss   novel mary ann evan   write male pseudonym george eliot   I try read dull turgid novel year ago   unable finish   I ll review film version solely merit   I don t know faithfully follow original novel film s opening credit print old english typeface suggest mediaeval period   s poor choice film    th century set    hand   halfway film   close shot handbill advertise estate auction   handbill set authentic victorian type font   look     convince    film extremely convincing depiction architecture clothing early    th century england   precise location film s story disclose      judge actor   accent    d place cotswold   warwickshire plot     involve mill change hand couple time   couple decade   rival family   wealthy work class   I disagree imdb reviewer claim james mason small role film   mason large central role drama   scion wealthy family   spoilt petulant tom tulliver   mason darkly brood impetuous   performance belong film   I want   wuthere height   recast mason heathcliff multi generational saga   george eliot   middlemarch     main role film split actor apiece   child actor prologue   adult main narrative   prologue film feature write scene   establish tom tulliver wilful bully rag early age   young philip wakeham decent thoughtful   hard labour   philip earn halfpenny   tom try bully away   unwilling coin brute force   want philip       child actor movie   male female   talented attractive   unfortunately   child speak dialogue posh plummy voice accent utterly unlike accent actor actress play role adult   discrepancy attention staginess material   regrettably   later scene good prologue climax feature crowd labourer rainstorm   pace photograph early scene   modern viewer   britain     long sort material seriously     practically british comedian    trouble t   mill   squire    comedy routine   parody precisely subject matter   I difficulty watch movie straight face character actress martita hunt good small role   opening credit   old english typeface   misspell forename   marita    I ll rate dull movie    point      point apiece jame mason s performance   early scene child   authentic victorian typeset auctioneer s handbill  
"""9896_9""",  I film phoenix film festival today love   synopsis list program    old shakespearean actor invite child suicide party     I wasn t sure I I read I like idea    suicide party    sound interesting I      old shakespearean actor    I worry film kind dry bore   I decide try   I glad I   dry boring   dialogue great   funny clever way   pretentious difficult understand   peter falk terrific role   steal   I pleasantly surprised laura san giacomo s performance   usually bug I   I enjoy watch film   I think judge reinhold s actor   time kind cheesy look like act   like watch character   movie good I able forgive actor s awkwardness   I recommend film tell people soon available general public   know suicide hilarious  
"""574_4""",    love letter    movie clever   waste   focus letter wreak havoc small town   movie star cast   tom selleck alice drummond recently co star super hilarious           upset small town    great   look drug place   I t tell people camera try      sure didn t accomplish   tragic   potential laugh riot got sorrowfully waste  
"""11182_8""",  fantastic offering monkey island team long time come survive departure ron gilbert s worthy installment   gripe little short comparison previous   glorious lack disk swapping   roll mi   
"""11656_4""",  include disk    short   volume       dull collection short film   short favorite style film people assemble second collection hard time find quality content   wasn t nearly good volume short collection   short film feel like s woefully incomplete   story   unanswered viewer   like I   feel bit leave unfulfille film begin woman   boyfriend westie   s dog   way   lonely beach   lady speak accent   time   bit difficult follow   I hard hear   I sure love close caption     boyfriend swim nap   awaken   dog   panic guy follow look dog   spend time argue disagreeable     blue   stop sex   later   find dog   end story far character   dysfunctional unlikable   fussy demand lady contempt   wonder   little sex break bond like characterization   I find people irritate unreal   like caricature people meet know     payoff isn t worth wait   want guy naked   
"""2322_4""",  I m abbott    costello fan   I enjoy    s       honest   wasn t movie inspire I watch work   wasn t bad   mildly amusing scene   actually convincing giant play buddy baer     fame duo esteem generally hold   I I expect   story   pair stumble babysitting job   reading jack    beanstalk bedtime story   kid read costello    costello s jack fall asleep dream story   s    wizard oz    kind feel story   character dream equivalent real life acquaintance jack   movie open black    white shift colour dream sequence   fight scene jack giant dance scene jack polly   dorothy ford   amusing movie   polly   course   lead question movie    happen   jack gang apparently leave giant s castle   I know    dream   care      I wonder   couple cute song dance routine      year old giggle bit   able appreciate humour   I find acceptable timewaster   certainly convince abbott costello comic genius       
"""8703_1""",  movie dreadful   biblically inaccurate   mose     year old lead people egypt   movie   mose flee egypt   year   wander year   mose      year old die   deny privilege cross promise land   I realize movie use lot    poetic license    biblical account isn t long     biblical movie need reflect fact know   general flavor main biblical character   movie fail aspect         version problem   theatrically  
"""7483_1""",  I don t think I ve       rating   easily denomination   I find hard sit joke   s joke bad   combine fact carson daily zero charisma   t set finish punchline   ve late night comedy recipe turn stomach I watch   entirety   time   creep I conan   I usually watch minute carson daily bad talk host actually interview guest   s   interview   I feel sorry time guest confused smile try mask body language s scream     I hell away freak     I recommend watch   laugh   ponder   air s   watch   I think find complete awkwardness    interesting  
"""6007_10""",  excellent story telling cinematography   poignant   bite social commentary superb effect   film act   parallel action present travel adventure     time drag little      hr    interrupt flow story I read book child   enjoy giant tiny people     book lose I float island land    yahoo       adventure plot sound like child s story   s fact adult story   symbolism moral decay england time jonathan swift   author novel film base  
"""12424_4""",  I completely forget I d couple day   pretty reveal   umpteenth version gaston   phantom opera   leroux s lock door country house mystery   I hear engaging witty update   appear likable title sequence neat touch opening scene   film quickly grind halt vaguely tedious wholly unsatisfying mystery major problem fundamentally unsolvable audience   like bad agatha christie   depend character appear final act wealth background information privy   film   comedy thriller   crucial problem characterisation non existent   exception killer   face value version typical suspect typical country house murder story    reporter   endanger heiress   suspicious fianc    scatterbraine scientist father   surprisingly poor michel lonsdale    etc   s depth little interest   frequently ripe misjudged performance don t help   frankly don t care   s jeopardy suspense   claude rich   reel   pierre arditi work   reel film close sense resonance fleeting effective rest   endless exposition couple ineffective comic set piece   promising photographer trap inside grandfather clock poorly think pay    dennis podalyde reduce irve explainer picture   I m fond country house movie agatha christie style whodunit   cit lot slack   I find poor   rich mystery reveal     s disappointment    
"""4672_1""",  I like action movie   I softspot    b    flick bad dialogue wooden acting     I ve wrack brain come guilty pleasure bad blockbuster   I t   d hard press big piece cr p bruce willis vehicle armageddon story   I use term loosely   team    super driller    fly destroy asteroid destroy earth   realistic     care   s action flick   I m blast premise minor spoiler movie begin couple scene design introduce threat character   bruce willis tough nail leader team   spend bit screen time chase ben affleck gun unforgiveable act sleep daughter   reason   didn t I laugh   force   like movie team people wide world drill asteroid   okay   I m prepared accept premise action    suppose meat movie   attempt humor   character crazy   nutty thing blast     lame   finally     s movie pi   e I   arrive rock   set work   believe   work right suspenseful countdown     whoah              oh   surprise surprise save day   don t I start jerky camerawork   I theater I think I sick   I assume try cover gargantuan hole leave insipid performance cut away different shot second   raise mtv    mr short attention span   I think couldn t bad     wait    s manufacture tearjerker ending tacked rest film virtual citizen kane summary   witticism weren t witty   plot      I I d let   acting bad   bad   billy bob couldn t rise script   bad   camerawork      bad    I didn t mention dumb love scene history motion picture    think animal cracker   rate           I m half point steve buscemi   I smile half point time I able look lovely liv tyler attempt ignore act performance   far away bad movie I ve theater      
"""10841_3""",  bad sandra bullock movie speed    bad   I lose blue    special effect     guy   insomniac girl movie   I sleepie  
"""8954_7""",  watch flick saturday afternoon cable   man   drag   I metaphor   symbolism   stuff     I didn t care way sexuality character     pacing story scripting I sleep       ruth marshall naked   breast man homo phobic   want rent   ruth lesbian sex scene s pretty hot   hetero sex scene notch high standard movie fare   jiggly d cup film worth watch    mighty avatar
"""7392_1""",  I    tkia    high expectation   influence opinion   I dogme film   tkia   far bad   story intertwine theme shakespeare s play   king lear   succeed capture audience care   directing actor loose   dogme style movie   result poor undefinable act   story lack dynamic whatsoever   I lose interest shortly   scene film shock viewer   I don t think enhance story   mifune sidste sing festen dogmefilm prove direct   good storyline   I shall look forward dogmefilm future   aake sandgren s    invisible man dogme      prove lift quality     like vinterberg s k   jacobsen skilled educate director  
"""10288_8""",  credit writer director gille mimouni fashion winding   twist tale deceit betrayal   utmost control   maintain audience arm s length   allow completely aware going   clever denouement guess central performance class   vincent cassel   romane bohringer monica bellucci utmost add mystery   jean phillippe ecoffey supplement strength support role   away plot detail character specific fair thierry arbogast use camera effectively sweep enigma   cardine biggerstaff s editing story step ahead   theme peter chase sublime marriage ideal script gille mimouni try confront deep issue love   I simply haunting   elusive riddle weave fascinating web   french capable tantalisation   hollywood ruin happy ending monday   march            hoyts croydonno thriller like french   right   right vincent cassell intriguing deceptive max   romane bohringer obsessive new lisa   monica bellucci mysterious lisa   plot gille mimouni whirlwind deliberate deception fatally cross wire credit manipulation clever plot   performance lead   lucien   jean phillippe ecoffey strong emotional friday   january             video
"""5343_4""",  writing teacher   end I allow student use     I wake       I got run truck     I add     I bump head     I feel s utterly unfair use trick cover lack imagination   issue transmigration handle intelligence craft     film   couldn t wouldn t   I m s totally worthless   predictable progress   stupid end   gangster police help guy   immediately   s forgettable   borderline horror sci fi film   new offer  
"""4950_1""",  I don t know decent review weak horror comedy I ve   englund cameo performance unnecessary lame attempt joke   scare    direction terrible acting bad   like year producer try evil dead weak unoriginal attempt step memory true horror classic filmmaker    isn t remake    s throwback   unoriginal opinion    hatchet   people try plug horror classic   mislead wo nt lack scare   horror   comedy   decent movie matter avoid cost    
"""9257_4""",  film release uk blood rite   ban outright submit release ghastly   supposedly hit horror hungry denizen new york city s famed    nd street grindhouse circuit   look bloody horror   find film unfortunately developmentally disabled colin   hal borske   chomp live rabbit   shaky    mm camera work ed wood look positively marvelous sister spend day family homestead husband old man s money disburse   naturally   situation   people start drop dead   family secret expose lot blood spill   especially gruesome dismemberment maybe bunny bit brit object   I know I  
"""8689_3""",  uncle fre olen ray little retromedia    goodness    form soft core cinemax non classic numb nut pair look rock come swirling vortex    black hole    intelligent dolt   pretty soon attractive cave girl million year ago happen time line bed way future   pretty soon studly half way future blaze path bed future ray deliver passable   barely   smut f horrible acting decent skin   yeah s barely titillating heh   bad come bad cure insomnia s    review            
"""4480_2""",  ok   s watchable sick bed   suspension disbelief require movie significant     today s modern society believe college coed commit short period time    virtuous    habitat volunteer like autistic kid      week romance blossom letter exchange lead john s    conflict    enlist right              ask   guy know gon na sit sideline tower come husband I love proud   john s character flat   s nearly expressionless entire movie   s good looking spec op    unsure confident   quiet instead hell raiser   tattoo      fight    preppy boy push match    walk cover head nearly movie    military technical flaw   epaulet upside     war scene dumb    john guy head    huh    guy gets shoot john drag     foot start buddy aid secure area arrival cover    s gunfight god s sake   don t stop fight    heck I want shoot john   home   truth reveal spill wine    hate remove shirt presence    wth   break heart tease adultery   s head case trollop   good movie drive away    self respect honor   overall unbelievable story generally care character love   dismal  
"""9286_10""",  I allow watch program entire life   I definitely pick    chaser s war     satirical australian television   I find    chaser    funniest   amazing   boy aren t afraid s dress hitler polish club   push massive ball string melbourne try tourism ad s rock coke factory naked bath        buy water   chaser boy agreement comment       chaser s war    popular previous program    cnnnn     cnnnn funny   unforgettable moment     clean cambodia     classic stop I rant far   I strongly advise chaser chance   ll likely find hilarious     
"""12245_10""",  truly terrific   touching film   female melodrama fine   lot comedy   great dialogue   character write   woman relate story s classic   love    mr   right    interest guy completely wrong come fall head heel love   course   s simplistic   character real performance perfect   movie hilarious   scene skewer society   I d recommend film love write screenplay humor melodrama   relate character plot unexpected direction   great   underrated movie  
"""7529_7""",  pepe le pew creep totally sweep foot   way   t help feel little awe behold classic wb character   commentater personally believe pepe inspiration animate casanovas today cartoon network s    johnny bravo    disney s lumiere    beauty beast     unique brand love making wonder today s world antic normally slap sexual harassment warrant    m distance victim   particular cartoon   world weary cat decide ultimate makeover earn respect change pretend skunk     pepe arrive promptly pursue unfortunate feline overwhelmingly enthusiastic love groundwork pepe s trademark lay cartoon   adorable    frenchify    love aggravatingly calm hop chase   cartoon far world cartoon fantasy concern   ardent wooer distance    beloved    pig eon    leave dust trail  
"""4_4""",  alas   costner movie hour long   credible performance   script hurry   offer unrelated string event far story   script center randall wife   randall fischer   fischer thoma   end   real story develop character artificially prop monologue party   singer explain randall   randall explain fischer     finally   long don t care anymore   learn script meeting   ending doubt proffer decision   end result   use         hang past     th yawn   ll able pick   despite transparent attempt gain point dedication coast guard   wash day  
"""5299_2""",    shorty       sight       jackie brown           pick      folk finally elmore leonard right   good movie work     despite student   warning bad movie   I couldn t resist rent   I think   bad   oy   mistake   especially right heel read book   lame   circularly self referential     relative rest elmore leonard s book     book movie   leonard trump weak unskilled screen writer try book   dialogue write steven tyler painful watch   lyric character linda moon s song   middle schooler write depth   sad   sad   sad   star   harvey keitel uma thurman fun screen   andre       didn t complete fool  
"""12077_8""",  I live parent air dutch tv   usually I watch movie s care   sit watch movie   kinda movie use air wednesday evening   story woman ll die soon   die want sure       kid good possible foster parent   watch dad    emotional   start cry   I follow immediately long sister mother tear     totally simple heartbreaking story   want good cry    
"""10701_2""",  movie stink     final fight look like walker grandmother   supernatural demon strength man   I find commercial interesting   plot twist joke come mile away   redeem quality film end   avoid cost    enjoy bad chuck norris movie  
"""11579_1""",      spoiler alert      boyfriend   friend   I rent movie marathon bad movie   sort know   lack plot   direction   special effect actually leave hope great   passable   fight scene main character     badly render swimming cobra super violent giant komodo   eat people like scoop ice cream      sort end   cut short possibly budget time constraint   redeem quality laughably bad   salient detail point reader   I recommend movie cut onion cry  
"""10993_1""",  bad movie I       far   story hesitate silly thriller dumb comedy happen   void fill long   boring dialog don t sense   cast famous doesn t bring emotion fast forward play   happen plush seaside hotel look gloomy   comparison      shine    funfair   nb   lot user think locate french riviera   wrong   isn t south france   nice   canne   totally opposite   cabourg    normandy   simple beach d day   s sea grey sky isn t sun  
"""8913_1""",  I love watch steven seagal movie action great plot hole I laughoh I laugh hard movie totally point ridiculous compare movie pearl harbor rock     ben affleck need act school impression bad isfirst goof bad act bad like steven try jail chopper land security notice lead land fly away sudden guard start shootingor kill guy car treach walk away t oil ground steven notice oil watch treach trow light car blow upand plenty goof steven use basic action point gun grab shoot totally bullshit     like gangster let happen acting bad fight scene jail outdoor place steven clearly wait come action rewind couple time notice bad actingit I laugh I hope day come cinema s holland I ll friend possible laugh self death
"""1350_3""",  I tonight fall asleep movie I    I fall asleep movie I love original time recommend   problem I think   couple bright spot right movie work bette anne use miscast I know english matter let condition bill sex city   chance I like sex city lot disappoint movie waste money movie     
"""3804_2""",       s redeem social value sequel original poseidon adventure   heck people original   include rescue crew   michael caine undergo humiliating performance date   later trump jaw    road    slim picken embarrassing stereotyped texas   generally wonder     bother     irwin allen s stab cash disaster craze   I guess  
"""5025_3""",  rossini describe rival composer wagner s work    wonderful moment    awful quarter hour     inuyasha     describe way   great episode   countless filler episode   entire series consist      episode   I d      filler sort subplot   I didn t bother count I wouldn t surprised number fact high     filler episode actually enjoyable   silly dull   nonetheless   constant digression start wear thin season plot end progress labored crawl series   character development     slow greatly later season   cast unchanging   result increasingly stale joke   particularly concern monk   s ironic trait start mildly humorous grow tiresome joke associate appear repeatedly     isn t inuyasha bad series   isn t great series way neon genesis evangelion   example   generally consider   watch end hard day   nice   confuse high art  
"""5170_8""",  watch hallmark channel   I surprised john denver   movie clich s   expect   tv christmas movie   come    acting good      s tv movie   story   I   predictable clich    good   look campy christmas movie   certainly scratch itch I pleased I learn place georgetown   colorado   real mountain town west denver   cool home region I big john denver fan   I find pretty foney   decent actor   good good old boy like play film chance watch     I m sure       
"""8225_8""",  ronald coleman star screen year talkie come   boost career   oxford english accent enthral I listen recite farmer s almanac bored coleman play willie hale      ish playboy wealthy family spend time womanize gamble     s likable rogue    likable standpoint audience family friend   broke constant gambling sell possession foreign location settle debt provide passage home england     meet father insist ll kick    s willie layabout way     minute room willie charm   willie forgive dad   dad pound boot willie day s recreation sister friend   dorothy hope   loretta young    dorothy set engage grand duke paul night   mainly dad want royalty family   special life   change day willie   soon scandal brew dorothy refuse marriage plan ronald coleman delight watch early talk film sam goldwyn play confident adventurer cad   demeanor akin errol flynn   unable display flynn s physical agility disabling wound receive world war I     lack physical agility coleman agility soul   loretta young       picture   beginning trademark sweet girl erupt ball fire occasion   myrna loy play willie s girl past    mary crayle    showgirl   myrna play similar exotic vamp got stick warner brother contract player       shortly movie       pretty light breezy romantic comedy start finish   mood kind escapist entertainment lighten heart audience great depression   little film fit bill  
"""6427_7""",  footprint interesting movie somewhat difficult categorize     psychological thriller    appropriate description I think   female protagonist   alice cespi   discover doesn t remember day   clue torn photo hotel   haunt recur   vivid   dream science fiction movie believe year ago   pursuit truth amnesia doesn t trust   little little obvious visit town hotel locate   exciting flick main virtue virtually impossible predict event unfold   particularly   end   unusual loneliness main character unreliability ensure good old paranoid feeling present film   beautiful color spectacularly film sequence visually attractive movie   important nicoletta elmi   s time favorite redheaded obnoxious child star italian horror   extra bonus  
"""3165_3""",  love story american journalist eurasian lady doctor contain conflict   largely westernize   having study london    firework   behave restrain   little interest story manage raise knock far wooden dialog   suppose cosmopolitan intellectual   talk word mouth hollywood hack   movie suffer amazing lack realism    completely deserted beach crowded little hongkong   overrun million chinese refugee   presumably accomplish american journalist    s doesn t know hysterectomy   hollywood idea   finally    song     hear estimate time movie   start right credit   tend loose emotional impact   sorry  
"""7902_9""",  typical indian film   great sense humanity   character pretty realistic   great dynamism interpersonal relationship   sense guilt   grief   passion   passivity character     feel heavy burden       year layer layer history social existence old civilization   final scene elephant walk away rural area great footnote ancient civilization     human relation preserve nurture   dvd   interview director main actress interesting   surprised learn movie     india       maybe surprised    artistic patrimony rural society slowly lose inheritance pick young generation   old musician movie long live today   great film  
"""8208_3""",  movie try     acting horrible   past incredibly bad delivering line terrible emoting   plot interesting   shipwreck occur   apparently string balsa wood    couple guy find shore   weren t bad   guy count de sade live   live fear pirate utterly insane     large slave   young woman   dog   s woman doesn t speak wife   leper     thing bad man deal nut case   arrogant like pose deliver line   rest movie involve attempt escape   ironic ending I win t reveal kind rescue film   I wouldn t bother I  
"""3577_8""",    bad dream come like unwanted friend     marion fairlie   half sister   laura   live vast mid victorian country estate     night I find limmeridge churchyard   normally   people dead stay dead   normally criminal lock victim     normal happen       class gothic story madness   deception villainy   base wilkie collin   great novel victorian mystery   s good idea pay close attention   plot plot   center cunning ruthless scheme involve     money   lot money   marion fairlie   tara fitzgerald   sister   laura fairlie   justine wadell   devoted   marion fierce protective   laura soft romantic   marion money   laura inherit rich come age   marion marriage prospect know   laura pledge ago sir percival glyde   james wilby    altogether charming aristocrat   ward uncle   fussy   condescend   immensely self center hypochondriac   ian richardson    routine   young artist   walter hartright   andrew lincoln    engage teach draw artistic appreciation   arrive night local train station   carriage   set foot estate   dark wood encounter strange woman   dress white   wander speak thing understand   disappear   uneasy   yes   sister come realize strange woman look like laura   later   love emerge walter laura   bud bloom   misunderstanding send walter away result laura marry sir percival   canker gnaw   secret slowly come light relationship laura   marian woman white    learn deeply suspicious sir percival s intention    come enjoy style manner sir percival s close friend   count fosco   simon callow     eventually realize foul depth depravity   power honor true love   humanity capable   visit victorian insane asylum   fall high tower   dig open grave middle night watch retribution arrive amidst roar flame locked church     course   s grand journey   bbc masterpiece theater program feature fine act outstanding production value   fit collin       plus page novel television      minute mean good deal cut abridge   change likely achieve great impact little time available     term   production woman white opinion work moody   romantic   dark television tale   tara fitzgerald marion commanding performance woman determine protect save sister   james wilby sir percival manage clever feat slowly let depraved slime beneath skin   charm amidst villainy   ian richardson young woman s uncle steal   bossy pungent performance unbalance story time appear   weak main simon callow count fosco   count simply monster   supremely civilized charming   collin describe immense girth   callow fine   mannered job   I lack little monstrosity evil   point   marian tell     sister I fond gothic novel   act     little know store laura  
"""4865_1""",  I wonder I sit entire thing      minute actual entertainment   rest total bore   act isn t great action scene soooo cheesy s funny   I kinda wish I good film I t think right   probably enjoy ending ta dumb idea   type person little toy remote control helicopter burn machine gun assassinate president   idea place let dumb try   I guess writer obsess toy car scene dead pool actually try look  
"""9063_3""",  marathoner   I seriously disappointed film   target audience clearly run marathon   novice marathoner   follow story    time marathoner   senior   injure runner   elite prepare chicago marathon   film dedicate majority attention female beginner story   lack word   bore   I enjoy brief glimpse training session deena kastor   brief history boston marathon marathone general   let I emphasize   brief    watch joe runner prepare saturday run water bottle talk view marathon inspire   nonstop clich s achievement feel good grinning runner wish film hour short   time marathoner   film feeling    I       run away  
"""1106_1""",  I generally love type movie     time I find want kick screen   I t   I complain   absolutely idiotic   thing happen dead kid cool   alive people absolute idiot   I grown man   pretty big   I defend     I half stuff little girl movie     mother movie reckless child   point neglect   I wish I wasn t angry action I enjoy flick   number   advise fast forward end     sick watch movie film dark   anymore   hardly film   audience   impossibly involve action screen     hell t night vision  
"""1117_9""",  wonderful family movie    beautiful horse movie        entertainment   casey   buddy   kelly marsh interesting lovable character   horse real beauty horse race backdrop luck good commonsense   kid stupid thing stupid reason   adult stupid thing selfish reason   realistically portray character transform unrealistic theme film relate andrew rubin wonderful performance buddy sensible elder brother   somewhat remind I aidan quinn eye   speech delivery   facial appearance    casey fall love character earnestness   sarah blue nicely portray alexis smith   lloyd bourdelle   father   play walter matthau character room improvement movie   enjoyable   feel good movie  
"""1050_4""",  film half   detail life friendship boy   privileged pashtun trodden hazara   late    s afghanistan invasion ussr work extremely   young actor turn convincing performance afghanistan throw present situation stark relief real problem come later phase story join pashtun man live america   ancient debt young friend lead return homeland point thing break   central adult character clearly suppose sympathetic   fact come wimpish wallow self pity   hard care help feel interesting story    boyhood friend return afghanistan narrative bogge series highly contrive coincidence   remarkably manage come childhood enemy year immediately   look    despite chaos consume country   enable confront past demon way simply convenient credible   resolution narrative run awful   mawkish sentimentality undermine point film try possible start character abuse life symbol state tear apart world politic hard film engage wide political discussion   instead narrative reduce character s emotional journey self discovery heal   unfortunately character dull wrap hard engaged story   opportunity interesting film afghanistan waste  
